Angle, Time, Shield_Angle
104.62, 0.56734, 15
170.26, 1.06578, 15
42.17, 0.99921, 15
110.86, 0.69952, 15
159.71, 1.44872, 15
69.77, 0.59950, 15
135.57, 0.88261, 15
167.24, 0.99918, 15
179.11, 1.13242, 15
171.61, 1.18237, 15
31.87, 0.43295, 15
92.37, 0.83268, 15
43.32, 0.76600, 15
1.09, 0.49961, 15
36.27, 0.48296, 15
