Angle, Time, Shield_Angle
10.88, 0.28388, 45
78.91, 0.40486, 45
23.58, 0.71482, 45
54.75, 0.51905, 45
9.00, 0.34587, 45
3.69, 0.62209, 45
54.39, 0.86854, 45
70.39, 0.48951, 45
2.00, 0.34416, 45
81.38, 0.82769, 45
66.40, 0.81666, 45
33.98, 1.10096, 45
68.19, 0.80097, 45
129.90, 0.79976, 45
12.96, 0.54896, 45
109.06, 1.04150, 45
